strain	date	url	S1_mutations	country	host	mutational_fitness	genbank_accession	emerging_lineage	division	region	pango_lineage	recency	epiweek	current_frequency	clade_membership	author	accession	originating_lab	submitting_lab	logistic_growth	cazzo
UGA/MUWRP-MUL210284/2021	6/2/2021		10	Uganda	Homo sapiens	0.93	ON703272		Uganda	Africa	AY.46.4	Older	202122		21J (Delta)	Byarugaba et al S					cazzo
UGA/MUWRP-GUL210379/2021	9/23/2021		10	Uganda	Homo sapiens	0.93	ON979406		Uganda	Africa	AY.46.4	Older	202138		21J (Delta)	Byarugaba et al T					cazzo
UGA/MUWRP-GUL210381/2021	9/24/2021		12	Uganda	Homo sapiens	1.05	ON979405		Uganda	Africa	B.1.617.2	Older	202138		21J (Delta)	Byarugaba et al U					cazzo
UGA/MUWRP-JIN210097/2021	6/12/2021		8	Uganda	Homo sapiens	0.93	ON979408		Uganda	Africa	AY.46	Older	202123		21J (Delta)	Byarugaba et al V					cazzo
UGA/MUWRP-KIR210318S/2021	7/26/2021		9	Uganda	Homo sapiens	0.93	ON979391		Uganda	Africa	AY.46	Older	202130		21J (Delta)	Byarugaba et al W					cazzo
DJI/NAMRU3_C121/2021	8/6/2021		8	Djibouti	Homo sapiens	0.94	OL640777		Djibouti	Africa	AY.46	Older	202131		21J (Delta)	Arnold et al AI					cazzo
UGA/MUWRP-KIR210533S/2021	10/12/2021		8	Uganda	Homo sapiens	0.92	ON979395		Uganda	Africa	AY.46	Older	202141		21J (Delta)	Byarugaba et al X					cazzo
UGA/MUWRP-KIR210109S/2021	5/18/2021		8	Uganda	Homo sapiens	0.94	ON703254		Uganda	Africa	AY.46	Older	202120		21J (Delta)	Byarugaba et al Y					cazzo
KEN/SS3775/2021	10/20/2021		9	Kenya	Homo sapiens	0.93	OL441788		Kenya	Africa	AY.46	Older	202142		21J (Delta)	Githinji et al AZ					cazzo
SouthAfrica/NHLS-UCT-LA-Z730/2021	10/21/2021		8	South Africa	Homo sapiens	0.9	OM773395		South Africa	Africa	AY.6	Older	202142		21J (Delta)	Wilkinson et al B					cazzo
SouthAfrica/NHLS-UCT-GS-AF27/2021	11/22/2021		8	South Africa	Homo sapiens	0.9	OM739904		South Africa	Africa	AY.6	Older	202147		21J (Delta)	Viana et al AG					cazzo
England/QEUH-1F037AC/2021	9/20/2021		9	United Kingdom	Homo sapiens	1.02	OU779666		England	Europe	AY.4	Older	202138		21J (Delta)	VanSteenhouse et al A		Lighthouse Lab in Glasgow	Wellcome Sanger Institute		cazzo
England/PLYM-17ED70A/2021	6/28/2021		9	United Kingdom	Homo sapiens	0.99	OU386511		England	Europe	AY.4	Older	202126		21J (Delta)	Lighthouse Laboratory et al		Lighthouse Laboratory Plymouth	Wellcome Sanger Institute		cazzo
OX299476	10/4/2021		8	Iceland	Homo sapiens	0.98	OX299476		Iceland	Europe	AY.4	One week ago	202140		21J (Delta)	Melsted et al		The National University Hospital of Iceland	DECODE GENETICS		cazzo
England/ALDP-19939CF/2021	7/17/2021		9	United Kingdom	Homo sapiens	1.01	OU455018		England	Europe	AY.4	Older	202128		21J (Delta)	Wynn et al B		Lighthouse Lab in Alderley Park	Wellcome Sanger Institute		cazzo
England/ALDP-1D24D3C/2021	8/31/2021		10	United Kingdom	Homo sapiens	1.02	OU663520		England	Europe	AY.4	Older	202135		21J (Delta)	Wynn et al B		Lighthouse Lab in Alderley Park	Wellcome Sanger Institute		cazzo
NZL/21CH0097/2021	8/18/2021		10	New Zealand	Homo sapiens	0.99	OK426166		Canterbury	Oceania	AY.4	Older	202133		21J (Delta)	Ren et al BB		Canterbury Health Laboratories	Institute of Environmental Science and Research		cazzo
Switzerland/TI-EOC-26466619/2021	12/15/2021		9	Switzerland	Homo sapiens	0.99	OV380169		Ticino	Europe	AY.4	Older	202150		21J (Delta)	? AE		"Laboratorio di Microbiologia, Istituto di Medicina di Laboratorio EOLAB, Ente Ospedaliero Cantonale, Bellinzona, Switzerland"	"Laboratorio di Microbiologia, Dipartimento di Medicina di Laboratorio EOLAB, Ente Ospedaliero Canton"		cazzo
OU568412	7/30/2021		8	Germany	Homo sapiens	0.99	OU568412		North Rhine Westphalia	Europe	AY.4	Older	202130		21J (Delta)	? A		"Labor Mönchengladbach MVZ Dr. Stein + Kollegen GbR, Tomphecke 45; 41169 Mönchengladbach"	Robert Koch Institute		cazzo
OV200074	11/24/2021		8	Germany	Homo sapiens	1.01	OV200074		Hesse	Europe	AY.4	Older	202147		21J (Delta)	? A		"CENTOGENE Frankfurt Laboratory: Niederlassung Industriepark Höchst, Niederlassung Industriepark Höchst Gebäude G830; 65926 Frankfurt"	Robert Koch Institute		cazzo
ROU/TT649/2021	7/13/2021		8	Romania	Homo sapiens	1.02	OM643295		Romania	Europe	AY.4	Older	202128		21J (Delta)	Ivanov et al					cazzo
OV038042	10/10/2021		9	Slovakia	Homo sapiens	1.02	OV038042		Slovakia	Europe	AY.4	Older	202141		21J (Delta)	? O		"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia"	"Laboratory of Genomics and Bioinformatics, Comenius University Science Park"		cazzo
OV391599	12/22/2021		8	Slovakia	Homo sapiens	1	OV391599		Slovakia	Europe	AY.4	Older	202151		21J (Delta)	? O		"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia"	Public Health Authority of the Slovak Republic		cazzo
USA/MO-CDC-ASC210210960/2021	7/31/2021		8	USA	Homo sapiens	0.99	OK015819		Missouri	North America	AY.4	Older	202130		21J (Delta)	Howard et al DX					cazzo
England/NEWC-20B559C/2021	10/9/2021		9	United Kingdom	Homo sapiens	0.98	OU876103		England	Europe	AY.4	Older	202140		21J (Delta)	Integrated Covid Hub North et al		Integrated Covid Hub North East	Wellcome Sanger Institute		cazzo
England/ALDP-2B8D25F/2021	11/21/2021		11	United Kingdom	Homo sapiens	1.03	OV223091		England	Europe	AY.4.2	Older	202147		21J (Delta)	Wynn et al B		Lighthouse Lab in Alderley Park	Wellcome Sanger Institute		cazzo
Spain/UW21112916307/2021	11/29/2021		11	Spain	Homo sapiens	1.09	ON303693		Spain	Europe	AY.4.2.3	Older	202148		21J (Delta)	Roychoudhury et al Z					cazzo
USA/TG813957/2021	3/24/2021		3	USA	Homo sapiens	-0.03	MZ915923		Arizona	North America	B.1.609	Older	202112		20A	Bowers et al D		Sonora Quest Laboratories - Phoenix	The Translational Genomics Research Institute COVID submission group		cazzo
RUS/3083/2020	7/30/2020		2	Russia	Homo sapiens	0.01	MW332237		Saratov	Europe	B.1.1	Older	202031		20B	Krasnov et al F					cazzo
NZL/21MV0175/2021	3/11/2021		2	New Zealand	Homo sapiens	0.07	OK433740		New Zealand	Oceania	B.1.1.216	Older	202110		20B	Ren et al BC		LabPLUS	Institute of Environmental Science and Research		cazzo
NGA/BCVL-3683/2020	7/17/2020		1	Nigeria	Homo sapiens	-0.01	OL601644		Oyo State	Africa	B.1.1	Older	202029		20B	Lorenzo-Redondo et al W					cazzo
GHA/WACCBIP_nCoV_GS34/2020	8/3/2020		1	Ghana	Homo sapiens	0	MW523414		Ghana	Africa	B.1.1.359	Older	202032		20B	Ngoi et al G					cazzo
TWN/CGMH-CGU-31/2020	7/31/2020		1	Taiwan	Homo sapiens	0.01	MW356784		Taiwan	Asia	B.1.1	Older	202031		20B	Tsao et al L					cazzo
RUS/201108-6/2020	11/7/2020		1	Russia	Homo sapiens	-0.01	OL989064		Russia	Europe	B.1.1	Older	202045		20B	Zhao et al C					cazzo
England/NORW-EAF96/2020	4/29/2020		1	United Kingdom	Homo sapiens	-0.01	LR814146		England	Europe	B.1.1	Older	202018		20B	Alikhan et al E		Quadram Institute Bioscience	Quadram Institute Bioscience		cazzo
ROU/BUCHAREST-IMT-1/2020	7/20/2020		1	Romania	Homo sapiens	-0.02	MW255830		Romania	Europe	B.1.1	Older	202030		20B	Salceanu et al					cazzo
POL/PL_MCB_41/2020	4/28/2020		2	Poland	Homo sapiens	-0.01	MW273823		Poland	Europe	B.1.1	Older	202018		20B	Kowalski et al A					cazzo
LR992084	5/6/2020		1	Italy	Homo sapiens	-0.01	LR992084		Apulia	Europe	B.1.1	Older	202019		20B	Chiara et al		"Istituto Zooprofilattico Sperimentale Puglia e Basilicata; Dipartimento di Bioscienze, Biotecnologie e Biofarmaceutica dell’Università degli Studi di Bari “A.Moro”; Istituto di Biomembrane. Bioenergetica e Biotecnologie Molecolari del Consiglio Nazionale delle Ricerche di Bari"	UNIVERSITY OF MILAN. DEPT. OF BIOSCIENCES		cazzo
NGA/NG57839/2020	3/22/2020		1	Nigeria	Homo sapiens	-0.01	MT994707		Nigeria	Africa	B.1.1.487	Older	202013		20B	Shaibu et al					cazzo
TGO/nmimr-TG-SARS-CoV-2-TGS-044-21/2021	2/14/2021		5	Togo	Homo sapiens	0.15	MZ215668		Togo	Africa	B.1.1.404	Older	202107		20B	Halatoko et al C					cazzo
USA/LA-BIE-LSUH000773/2020	8/23/2020		1	USA	Homo sapiens	-0.01	MZ457477		Louisiana	North America	B.1.1.268	Older	202035		20B	Crabtree et al B					cazzo
TUN/TUN-2020-6895/2020	4/1/2020		1	Tunisia	Homo sapiens	-0.01	MW428253		Tunisia	Africa	B.1.1	Older	202014		20B	Boutiba-Ben Boubaker et al I					cazzo
LR992039	4/9/2020		1	Italy	Homo sapiens	0	LR992039		Apulia	Europe	B.1.1	Older	202015		20B	Chiara et al		"Istituto Zooprofilattico Sperimentale Puglia e Basilicata; Dipartimento di Bioscienze, Biotecnologie e Biofarmaceutica dell’Università degli Studi di Bari “A.Moro”; Istituto di Biomembrane. Bioenergetica e Biotecnologie Molecolari del Consiglio Nazionale delle Ricerche di Bari"	UNIVERSITY OF MILAN. DEPT. OF BIOSCIENCES		cazzo
England/BRIS-124BC8/2020	3/26/2020		1	United Kingdom	Homo sapiens	-0.01	FR993810		England	Europe	B.1.1	Older	202013		20B	Hutchings et al		"PHE South West Regional Laboratory, National Infection Service"	Wellcome Sanger Institute		cazzo
ZMB/29/2020	3/16/2020		1	Zambia	Homo sapiens	-0.01	MT790522		Zambia	Africa	B.1.1	Older	202012		20B	Simulundu et al					cazzo
LR963367	5/1/2020		1	Zimbabwe	Homo sapiens	-0.02	LR963367		Zimbabwe	Africa	B.1.1.57	Older	202018		20B	Alikhan et al F		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
BRA/210202-1/2021	2/1/2021		1	Brazil	Homo sapiens	-0.02	OL989071		Brazil	South America	B.1.1	Older	202105		20B	Zhao et al D					cazzo
VEN/8LR/2020	3/18/2020		1	Venezuela	Homo sapiens	-0.02	MT907517		Venezuela	South America	B.1.1	Older	202012		20B	Loureiro et al E					cazzo
VEN/11MZ/2020	5/23/2020		1	Venezuela	Homo sapiens	0	MT907518		Venezuela	South America	B.1.1	Older	202021		20B	Loureiro et al F					cazzo
AUS/VIC353/2020	3/21/2020		1	Australia	Homo sapiens	-0.01	MT451244		Victoria	Oceania	B.1.1	Older	202012		20B	Seemann et al F		Victorian Infectious Diseases Reference Laboratory (VIDRL)	The Peter Doherty Institute for Infection and Immunity		cazzo
GHA/34983_S40/2020	5/23/2020		1	Ghana	Homo sapiens	-0.01	MT890232		Ghana	Africa	B.1.1	Older	202021		20B	Ngoi et al H					cazzo
SAU/85791/2020	3/15/2020		1	Saudi Arabia	Homo sapiens	-0.01	MT630426		Jeddah	Asia	B.1.1	Older	202012		20B	Azhar et al					cazzo
ARM/UW-ARM7/2020	7/30/2020		2	Armenia	Homo sapiens	-0.02	MZ230725		Armenia	Asia	B.1.1	Older	202031		20B	Roychoudhury et al AA					cazzo
ARM/UW-ARM41/2020	9/1/2020		2	Armenia	Homo sapiens	-0.02	MZ230714		Armenia	Asia	B.1.1	Older	202036		20B	Roychoudhury et al AB					cazzo
GAB/266L_Gabon/2020	4/20/2020		1	Gabon	Homo sapiens	-0.01	OM731985		Gabon	Africa	B.1.1.275	Older	202017		20B	Lekana-Douki et al M					cazzo
GAB/4045L_Gabon/2020	7/2/2020		1	Gabon	Homo sapiens	-0.02	OM731998		Gabon	Africa	B.1.1.275	Older	202027		20B	Lekana-Douki et al N					cazzo
LR992123	9/7/2020		1	Italy	Homo sapiens	0.01	LR992123		Apulia	Europe	B.1.1.229	Older	202037		20B	Chiara et al		"Istituto Zooprofilattico Sperimentale Puglia e Basilicata; Dipartimento di Bioscienze, Biotecnologie e Biofarmaceutica dell’Università degli Studi di Bari “A.Moro”; Istituto di Biomembrane. Bioenergetica e Biotecnologie Molecolari del Consiglio Nazionale delle Ricerche di Bari"	UNIVERSITY OF MILAN. DEPT. OF BIOSCIENCES		cazzo
TUN/TUN-20211280/2021	1/6/2021		1	Tunisia	Homo sapiens	-0.02	MW454126		Tunisia	Africa	B.1.1	Older	202101		20B	Boutiba-Ben Boubaker et al J					cazzo
TUN/TUN_ADAGE_9-12622/2020	9/20/2020		1	Tunisia	Homo sapiens	-0.02	MW452530		Tunisia	Africa	B.1.1.198	Older	202039		20B	Souissi et al E					cazzo
TUN/TUN_ADAGE_17-18245/2020	10/16/2020		3	Tunisia	Homo sapiens	0.01	MW452534		Tunisia	Africa	B.1.1.198	Older	202042		20B	Souissi et al F					cazzo
NZL/20CV0295/2020	3/26/2020		1	New Zealand	Homo sapiens	-0.12	OK426619		Auckland	Oceania	B.1.1	Older	202013		20B	Ren et al BD		Canterbury Health Laboratories	Institute of Environmental Science and Research		cazzo
GHA/nmimr-SARS-CoV-2-NTRA-9791/2020	11/13/2020		1	Ghana	Homo sapiens	0.06	MW598434		Ghana	Africa	B.1.1	Older	202046		20B	Adu et al E					cazzo
USA/GA-CDC-03063103-001/2020	2/29/2020		1	USA	Homo sapiens	-0.01	MT276327		Georgia	North America	B.1.1.61	Older	202009		20B	Tao et al B					cazzo
USA/GA-CDC-03063100-001/2020	2/29/2020		1	USA	Homo sapiens	-0.01	MT276326		Georgia	North America	B.1.1.61	Older	202009		20B	Tao et al C					cazzo
EGY/EGY_CCHE57357_A_13/2020	4/29/2020		1	Egypt	Homo sapiens	0	MW467428		Egypt	Africa	B.1.1	Older	202018		20B	Hatem et al L					cazzo
MW342708	4/30/2020			Ecuador	Homo sapiens	-0.02	MW342708		Ecuador	South America	B.1.1.231	Older	202018		20B	Sevillano et al A		Zurita & Zurita Laboratorios	Zurita & Zurita Laboratorios		cazzo
LR963452	5/1/2020		1	Zimbabwe	Homo sapiens	0.02	LR963452		Zimbabwe	Africa	B.1.1.111	Older	202018		20B	Alikhan et al G		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
LR963376	5/1/2020		1	Zimbabwe	Homo sapiens	0.02	LR963376		Zimbabwe	Africa	B.1.1.111	Older	202018		20B	Alikhan et al H		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
NZL/20CV0280/2020	3/25/2020		1	New Zealand	Homo sapiens	-0.01	OK426530		Hawkes Bay	Oceania	B.1.1	Older	202013		20B	Ren et al BE		Canterbury Health Laboratories	Institute of Environmental Science and Research		cazzo
LR899115	5/22/2020		1	Poland	Homo sapiens	-0.01	LR899115		Poland	Europe	B.1.1	Older	202021		20B	? J		WSSE	COVID-HUB-PL		cazzo
HG994213	8/5/2020		2	Poland	Homo sapiens	0.05	HG994213		Poland	Europe	B.1.1.219	Older	202032		20B	? J		WSSE	COVID-HUB-PL		cazzo
PER/covper002/2020	7/2/2020		1	Peru	Homo sapiens	-0.01	MW030233		Peru	South America	B.1.1.220	Older	202027		20B	Juscamayta et al Q					cazzo
RUS/RU-Sar-569/2021	3/18/2021		4	Russia	Homo sapiens	0.03	OK037179		Saratov	Europe	B.1.1.141	Older	202111		20B	Krasnov et al G					cazzo
RUS/RU-Sar-722/2021	4/1/2021		4	Russia	Homo sapiens	0.03	OK037174		Saratov	Europe	B.1.1.141	Older	202113		20B	Krasnov et al H					cazzo
MW294007	7/20/2020		2	Ecuador	Homo sapiens	-0.01	MW294007		Ecuador	South America	B.1.1.203	Older	202030		20B	Sevillano et al B		Zurita & Zurita Laboratorios	Zurita & Zurita Laboratorios		cazzo
FRA/IHUCOVID-015739-Nova1M/2020	10/4/2020		1	France	Homo sapiens	0.02	ON283257		France	Europe	B.1.1.241	Older	202041		20B	Levasseur et al P					cazzo
NZL/21MV0065/2021	2/8/2021		1	New Zealand	Homo sapiens	0.02	OK433496		New Zealand	Oceania	B.1.560	Older	202106		20B	Ren et al BF		LabPLUS	Institute of Environmental Science and Research		cazzo
CAN/Quebec-21697/2020	3/28/2020		1	Canada	Homo sapiens	-0.01	OK350745		Quebec	North America	B.1.1	Older	202013		20B	Boivin et al					cazzo
USA/GA-EHC-487U/2020	8/1/2020		1	USA	Homo sapiens	0.02	MZ313095		Georgia	North America	B.1.1.244	Older	202031		20B	Piantadosi et al B					cazzo
USA/ID-UI-IIDS-U1703/2021	3/5/2021		3	USA	Homo sapiens	0.04	OM840628		Idaho	North America	B.1.1.244	Older	202109		20B	Andrews et al		Gritman Medical Center	University of Idaho IIDS GBRC		cazzo
ARM/UW-ARM28/2020	8/20/2020		1	Armenia	Homo sapiens	-0.02	MZ230701		Armenia	Asia	B.1.1.189	Older	202034		20B	Roychoudhury et al AC					cazzo
TUN/TUN-20209111/2020	4/11/2020		2	Tunisia	Homo sapiens	0.01	MW366750		Tunisia	Africa	B.1.1.189	Older	202015		20B	Boutiba-Ben Boubaker et al K					cazzo
TUN/TUN-202061624/2020	11/23/2020		2	Tunisia	Homo sapiens	0.01	MW365357		Tunisia	Africa	B.1.1.189	Older	202048		20B	Boutiba-Ben Boubaker et al L					cazzo
Iceland/1461/2020	3/26/2020		1	Iceland	Homo sapiens	-0.01	OU182094		Iceland	Europe	B.1.1.10	Older	202013		20B	Jonsson et al G		The National University Hospital of Iceland	DECODE GENETICS		cazzo
TGO/nmimr-TG-SARS-CoV-2-TGS-015-21/2020	12/22/2020		2	Togo	Homo sapiens	0.04	MZ149969		Togo	Africa	L.3	Older	202052		20B	Halatoko et al D					cazzo
AUS/NT41/2020	5/1/2020		1	Australia	Homo sapiens	0	MT612187		Northern Territory	Oceania	B.1.1.10	Older	202018		20B	Caly et al L		Royal Darwin Hospital Pathology	The Peter Doherty Institute for Infection and Immunity		cazzo
SouthAfrica/NHLS-UCT-GS-0041/2020	3/19/2020		1	South Africa	Homo sapiens	-0.01	OM725336		South Africa	Africa	B.1.1.10	Older	202012		20B	Tegally et al O					cazzo
USA/DC-DFS-PHL-0085/2020	7/13/2020		1	USA	Homo sapiens	-0.01	MZ488255		Washington DC	North America	B.1.1.8	Older	202029		20B	Nguyen et al G					cazzo
GMB/GC19-015/2020	3/17/2020		1	Gambia	Homo sapiens	-0.01	MZ040128		Gambia	Africa	B.1.1.8	Older	202012		20B	Kanteh et al B					cazzo
GMB/GC19-052/2020	3/24/2020		1	Gambia	Homo sapiens	-0.01	MZ040127		Gambia	Africa	B.1.1.8	Older	202013		20B	Kanteh et al C					cazzo
GMB/GC19-023/2020	3/20/2020		1	Gambia	Homo sapiens	-0.01	MZ040125		Gambia	Africa	B.1.1.8	Older	202012		20B	Kanteh et al D					cazzo
GAB/5789-ENM1_Gabon/2020	6/18/2020		2	Gabon	Homo sapiens	-0.01	OM731946		Gabon	Africa	B.1.1	Older	202025		20B	Lekana-Douki et al O					cazzo
GAB/7921_Gabon/2020	3/27/2020		1	Gabon	Homo sapiens	-0.01	OM731939		Gabon	Africa	B.1.1	Older	202013		20B	Lekana-Douki et al P					cazzo
GAB/1479-23A_Gabon/2020	5/8/2020		1	Gabon	Homo sapiens	-0.01	OM731965		Gabon	Africa	B.1.1	Older	202019		20B	Lekana-Douki et al Q					cazzo
GAB/3803L_Gabon/2020	6/24/2020		1	Gabon	Homo sapiens	-0.01	OM731995		Gabon	Africa	B.1.1	Older	202026		20B	Lekana-Douki et al R					cazzo
GAB/1879-36A_Gabon/2020	5/11/2020		1	Gabon	Homo sapiens	-0.01	OM731976		Gabon	Africa	B.1.1	Older	202020		20B	Lekana-Douki et al S					cazzo
Switzerland/ZH-ETHZ-130026/2020	5/12/2020		2	Switzerland	Homo sapiens	-0.02	OU008657		Zürich	Europe	B.1.1.10	Older	202020		20B	? AF		"Computational evolution group,Mattenstrasse 26, Basel"	ETH ZURICH D-BSSE		cazzo
England/CAMC-A64817/2020	10/11/2020		1	United Kingdom	Homo sapiens	0.04	OB984941		England	Europe	AD.2	Older	202042		20B	Howes et al		Lighthouse Lab in Cambridge	Wellcome Sanger Institute		cazzo
TWN/CGMH-CGU-39/2020	11/1/2020		1	Taiwan	Homo sapiens	0.05	MZ020647		Taiwan	Asia	AD.2	Older	202045		20B	Tsao et al M					cazzo
CAN/HCW6/2020	5/26/2020		1	Canada	Homo sapiens	0.05	OM540783		Canada	North America	B.1.1	Older	202022		20B	Benoit et al C					cazzo
ISR/hCov-19-Israel-CVL-n896/2020	2/27/2020		1	Israel	Homo sapiens	-0.01	MW672632		Israel	Asia	B.1.1	Older	202009		20B	Zuckerman et al C					cazzo
BHR/090000572_S16_L001/2020	5/31/2020		1	Bahrain	Homo sapiens	-0.01	MW228280		Bahrain	Asia	B.1.1.306	Older	202023		20B	AlWasti et al C					cazzo
USA/COVID20-1109/2020	7/10/2020		1	USA	Homo sapiens	0.03	MW067819		South Carolina	North America	B.1	Older	202028		20B	Flores et al D					cazzo
PHL/COVID-3563/2020	6/29/2020		1	Philippines	Homo sapiens	0.03	MT919773		Manila	Asia	B.1.1.63	Older	202027		20B	Velasco et al D					cazzo
NZL/20CV0247/2020	9/6/2020		1	New Zealand	Homo sapiens	0.04	OK426777		Auckland	Oceania	B.1.1.63	Older	202037		20B	Ren et al BG		LabPLUS	Institute of Environmental Science and Research		cazzo
PHL/COVID-4792/2020	7/10/2020		1	Philippines	Homo sapiens	0.14	MT919780		Calabarzon	Asia	B.1.1.63	Older	202028		20B	Velasco et al E					cazzo
HongKong/Case4954/2020	9/13/2020		1	Hong Kong	Homo sapiens	0.03	MW181757		Hong Kong	Asia	B.1.1.63	Older	202038		20B	Siu et al F					cazzo
HongKong/Case4424/2020	8/16/2020		1	Hong Kong	Homo sapiens	0.04	MW181752		Hong Kong	Asia	B.1.1.63	Older	202034		20B	Siu et al G					cazzo
HongKong/Case1402/2020	7/10/2020		1	Hong Kong	Homo sapiens	0.04	MW181726		Hong Kong	Asia	B.1.1.63	Older	202028		20B	Siu et al H					cazzo
USA/CO-Broad-CMU_00054/2020	11/4/2020		3	USA	Homo sapiens	0.04	MW521528		Colorado	North America	B.1.1	Older	202045		20B	Lemieux et al R		Colorado Mesa University	Broad Institute of Harvard and MIT		cazzo
PER/covper041/2020	5/4/2020		2	Peru	Homo sapiens	-0.01	MW030272		Peru	South America	B.1.1.110	Older	202019		20B	Juscamayta et al R					cazzo
PER/covper022/2020	7/4/2020		1	Peru	Homo sapiens	-0.01	MW030253		Peru	South America	B.1.1	Older	202027		20B	Juscamayta et al S					cazzo
SouthAfrica/NHLS-UCT-GS-4543/2020	6/12/2020		1	South Africa	Homo sapiens	0.05	ON322652		South Africa	Africa	B.1.1.459	Older	202024		20B	Viana et al AH		Victoria Hospital wc VHW	University of Cape Town and National Health Laboratory Service		cazzo
SouthAfrica/NHLS-UCT-GP-5227/2020	4/29/2020		1	South Africa	Homo sapiens	0.02	OM720813		South Africa	Africa	B.1.1.459	Older	202018		20B	Tegally et al P					cazzo
SouthAfrica/NHLS-UCT-GS-2683/2020	5/4/2020		1	South Africa	Homo sapiens	0.02	OM739093		South Africa	Africa	B.1.1.459	Older	202019		20B	Viana et al AI					cazzo
LR963420	6/1/2020		1	Zimbabwe	Homo sapiens	0.01	LR963420		Zimbabwe	Africa	B.1.1.459	Older	202023		20B	Alikhan et al I		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
LR963379	6/1/2020		1	Zimbabwe	Homo sapiens	0.01	LR963379		Zimbabwe	Africa	B.1.1.459	Older	202023		20B	Alikhan et al J		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
MEX/CMX-77/2020	11/24/2020		2	Mexico	Homo sapiens	0.06	OK435633		Mexico	North America	B.1.1.222	Older	202048		20B	Taboada et al H					cazzo
MEX/CMX-5/2020	8/12/2020		1	Mexico	Homo sapiens	-0.01	OK435603		Mexico	North America	B.1.1.222	Older	202033		20B	Taboada et al I					cazzo
TWN/CGMH-CGU-37/2020	10/27/2020		1	Taiwan	Homo sapiens	-0.01	MZ020645		Taiwan	Asia	B.1.1.222	Older	202044		20B	Tsao et al N					cazzo
MEX/COA-38556/2020	6/1/2020		2	Mexico	Homo sapiens	0.03	OK435678		Mexico	North America	B.1.1.222	Older	202023		20B	Taboada et al J					cazzo
USA/KS-CDC-ASC210020268/2021	3/25/2021		3	USA	Homo sapiens	0.25	MW969458		Kansas	North America	B.1.1.519	Older	202112		20B	Howard et al DY					cazzo
